,,,,GENERAL SPECIFICATIONS,,,,,,,,,,,STRESSOR SPECIFICATIONS,,,,,,,,,,,,,,,RESPONSE 1 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 2 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 3 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 4 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 5 SPECIFICATIONS,,,,,,,,,,,,,,,,BINARY RESPONSES,,,,,,,,,,,,,,,,,,,,DATA AVAILABLE?,,,,"IF DATA AVAILABLE, EFFECT DETECTED?",,,,,,
RefID,Author(s),Exposure General Description,Exposure Duration or Timepoint,Coral age class,Current genus name,Current species name,Colony form,Ocean,Study location,Study site,Study type,Event date,Event latitude,Event longitude,Sediment composition,Sediment level,Sediment level UoM,Sediment level converted to mg/cm2/day,Sediment level converted to mg/L,Sediment level average type,Sediment N for computing average,Sediment N UoM,Sediment lower error estimate,Sediment upper error estimate,Sediment level error type,Sediment exposure duration,Sediment exposure duration UoM,Sediment exposure duration in days,Sediment notes,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,High yield/ chlA?,Hydrostatic inflation?,Tentacular activity?,Increased mucus?,Congealed sediment?,Shift from auto to heterotrophy?,Reduced P/R?,Reduced photosynthetic efficiency?,Reduced growth rate?,Reduced fertilization success?,Limited settlement?,Bleaching or reduced chl-a?,Algal overgrowth?,Smothering?,Reduced larval survival? (pre-settlement),Reduced recruit survival? (post-settlement),Small necroses?,Large necroses?,Death of colonies?,Binary Notes,Non-adverse effect reported?,Adverse effect reported?,Mortality reported?,Adult mortality reported?,Effect of sediment on coral?,Non-adverse effect of sediment?,Adverse effect of sediment?,Sediment-induced mortality?,Sediment-induced adult mortality?,Additional notes on study,Rationale for inclusion
DS08b,Hodgson (1989) PhD Chapter IV - lab component,Day 7 of sediment exposure,n/a,adult,Pachyseris,rugosa,plate,Pacific,"El Nido, Palawan Islands, Philippines",Laboratory,manipulative,n/a,n/a,n/a,"washed, dried, marine-origin sediment",40,mg/cm2,40,n/a,n/r,n/r,n/r,n/r,n/r,n/r,7,d,7,p 180 of Methods,Tissue mortality rate,0.0,% necrosis,mean,4,colonies,0.0,0.0,0.0,0.0,n/r,7,d,n/a,n/a,Results text,Colony mortality,0,% whole colony mortality,raw,4,colonies,n/a,n/a,n/a,n/a,n/a,7,d,n/a,n/a,Results text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.2 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,0,NA,0,0,0,"taxonomically diverse study that quantified the effect of one dosage and type of sediment on the partial/total mortality of 22 scleractinian species; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures","taxonomically diverse study that quantified the effect of one dosage and type of sediment on the partial/total mortality of 22 scleractinian species; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures"
DS08b,Hodgson (1989) PhD Chapter IV - lab component,Day 7 of sediment exposure,n/a,adult,Pectinia,alcicornis,foliaceous,Pacific,"El Nido, Palawan Islands, Philippines",Laboratory,manipulative,n/a,n/a,n/a,"washed, dried, marine-origin sediment",40,mg/cm2,40,n/a,n/r,n/r,n/r,n/r,n/r,n/r,7,d,7,p 180 of Methods,Tissue mortality rate,0.0,% necrosis,mean,4,colonies,0.0,0.0,0.0,0.0,n/r,7,d,n/a,n/a,Results text,Colony mortality,0,% whole colony mortality,raw,4,colonies,n/a,n/a,n/a,n/a,n/a,7,d,n/a,n/a,Results text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.2 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,0,NA,0,0,0,"taxonomically diverse study that quantified the effect of one dosage and type of sediment on the partial/total mortality of 22 scleractinian species; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures","taxonomically diverse study that quantified the effect of one dosage and type of sediment on the partial/total mortality of 22 scleractinian species; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures"
DS08b,Hodgson (1989) PhD Chapter IV - lab component,Day 7 of sediment exposure,n/a,adult,Pocillopora,verrucosa,ramose,Pacific,"El Nido, Palawan Islands, Philippines",Laboratory,manipulative,n/a,n/a,n/a,"washed, dried, marine-origin sediment",40,mg/cm2,40,n/a,n/r,n/r,n/r,n/r,n/r,n/r,7,d,7,p 180 of Methods,Tissue mortality rate,0.0,% necrosis,mean,4,colonies,0.0,0.0,0.0,0.0,n/r,7,d,n/a,n/a,Results text,Colony mortality,0,% whole colony mortality,raw,4,colonies,n/a,n/a,n/a,n/a,n/a,7,d,n/a,n/a,Results text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.2 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,0,NA,0,0,0,"taxonomically diverse study that quantified the effect of one dosage and type of sediment on the partial/total mortality of 22 scleractinian species; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures","taxonomically diverse study that quantified the effect of one dosage and type of sediment on the partial/total mortality of 22 scleractinian species; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures"
DS08b,Hodgson (1989) PhD Chapter IV - lab component,Day 7 of sediment exposure,n/a,adult,Trachyphyllia,geoffroyi,flabellate,Pacific,"El Nido, Palawan Islands, Philippines",Laboratory,manipulative,n/a,n/a,n/a,"washed, dried, marine-origin sediment",40,mg/cm2,40,n/a,n/r,n/r,n/r,n/r,n/r,n/r,7,d,7,p 180 of Methods,Tissue mortality rate,0.0,% necrosis,mean,4,colonies,0.0,0.0,0.0,0.0,n/r,7,d,n/a,n/a,Results text,Colony mortality,0,% whole colony mortality,raw,4,colonies,n/a,n/a,n/a,n/a,n/a,7,d,n/a,n/a,Results text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.2 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,0,NA,0,0,0,"taxonomically diverse study that quantified the effect of one dosage and type of sediment on the partial/total mortality of 22 scleractinian species; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures","taxonomically diverse study that quantified the effect of one dosage and type of sediment on the partial/total mortality of 22 scleractinian species; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures"
DS08b,Hodgson (1989) PhD Chapter IV - lab component,Day 7 of sediment exposure,n/a,adult,Turbinaria,peltata,plate,Pacific,"El Nido, Palawan Islands, Philippines",Laboratory,manipulative,n/a,n/a,n/a,"washed, dried, marine-origin sediment",40,mg/cm2,40,n/a,n/r,n/r,n/r,n/r,n/r,n/r,7,d,7,p 180 of Methods,Tissue mortality rate,0.0,% necrosis,mean,4,colonies,0.0,0.0,0.0,0.0,n/r,7,d,n/a,n/a,Results text,Colony mortality,0,% whole colony mortality,raw,4,colonies,n/a,n/a,n/a,n/a,n/a,7,d,n/a,n/a,Results text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.2 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,0,NA,0,0,0,"taxonomically diverse study that quantified the effect of one dosage and type of sediment on the partial/total mortality of 22 scleractinian species; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures","taxonomically diverse study that quantified the effect of one dosage and type of sediment on the partial/total mortality of 22 scleractinian species; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures"
DS10,Junjie et al. (2014),Control (no sediment),Week 1,adult,Galaxea,fascicularis,n/s,Indo-Pacific,"Tropical Marine Science Institute research facility on St John’s Island, Singapore",Laboratory,manipulative,n/a,n/a,n/a,"silicon carbide powder, 10-300 microns with 60 micron median diameter",0,mg/cm2/day,0,n/a,n/r,4,tanks,n/r,n/r,n/r,1,week,7,"On page 3 the authors report 4 averages for each of the tanks, so I average the four of these, and take the s.e. of these four",Net photosynthesis,2.80,micromol/cm2/hr,mean,4,fragments,2.59,3.01,0.21,0.21,s.e.,1,week,n/a,n/a,Fig. 3A with Datathief,Respiration,0.90,micromol/cm2/hr,mean,4,fragments,0.85,0.95,0.05,0.05,s.e.,1,week,n/a,n/a,Fig. 3B with Datathief,P/R,4.13,ratio,mean,4,fragments,4.07,4.19,0.06,0.06,s.e.,1,week,n/a,n/a,Fig. 3C with Datathief,Photosynthetic yield,0.52,Fv/Fm,mean,4,fragments,0.51,0.53,0.01,0.01,s.e.,1,week,n/a,n/a,Fig. 4A with Datathief,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,"based on Fig. 3C,F, and Fig. 4 for which Weeks 3 and 4 show large declines for both species, and in Fig. 4 Week 2 for Goniopora only showing a decline; all with respect to open control (not shaded control)",0,1,0,0,0,NA,0,NA,NA,"lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the shaded control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means","lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the Shaded Control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means"
DS10,Junjie et al. (2014),Control (no sediment),Week 2,adult,Galaxea,fascicularis,n/s,Indo-Pacific,"Tropical Marine Science Institute research facility on St John’s Island, Singapore",Laboratory,manipulative,n/a,n/a,n/a,"silicon carbide powder, 10-300 microns with 60 micron median diameter",0,mg/cm2/day,0,n/a,n/r,4,tanks,n/r,n/r,n/r,2,week,14,"On page 3 the authors report 4 averages for each of the tanks, so I average the four of these, and take the s.e. of these four",Net photosynthesis,2.79,micromol/cm2/hr,mean,4,fragments,2.58,3.00,0.21,0.21,s.e.,2,week,n/a,n/a,Fig. 3A with Datathief,Respiration,0.89,micromol/cm2/hr,mean,4,fragments,0.83,0.95,0.06,0.06,s.e.,2,week,n/a,n/a,Fig. 3B with Datathief,P/R,4.17,ratio,mean,4,fragments,4.13,4.21,0.04,0.04,s.e.,2,week,n/a,n/a,Fig. 3C with Datathief,Photosynthetic yield,0.50,Fv/Fm,mean,4,fragments,0.49,0.51,0.01,0.01,s.e.,2,week,n/a,n/a,Fig. 4A with Datathief,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,"based on Fig. 3C,F, and Fig. 4 for which Weeks 3 and 4 show large declines for both species, and in Fig. 4 Week 2 for Goniopora only showing a decline; all with respect to open control (not shaded control)",0,1,0,0,0,NA,0,NA,NA,"lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the shaded control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means","lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the Shaded Control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means"
DS10,Junjie et al. (2014),Control (no sediment),Week 3,adult,Galaxea,fascicularis,n/s,Indo-Pacific,"Tropical Marine Science Institute research facility on St John’s Island, Singapore",Laboratory,manipulative,n/a,n/a,n/a,"silicon carbide powder, 10-300 microns with 60 micron median diameter",0,mg/cm2/day,0,n/a,n/r,4,tanks,n/r,n/r,n/r,3,week,21,"On page 3 the authors report 4 averages for each of the tanks, so I average the four of these, and take the s.e. of these four",Net photosynthesis,2.79,micromol/cm2/hr,mean,4,fragments,2.59,2.99,0.20,0.20,s.e.,3,week,n/a,n/a,Fig. 3A with Datathief,Respiration,0.89,micromol/cm2/hr,mean,4,fragments,0.83,0.95,0.06,0.06,s.e.,3,week,n/a,n/a,Fig. 3B with Datathief,P/R,4.16,ratio,mean,4,fragments,4.11,4.21,0.05,0.05,s.e.,3,week,n/a,n/a,Fig. 3C with Datathief,Photosynthetic yield,0.50,Fv/Fm,mean,4,fragments,0.49,0.51,0.01,0.01,s.e.,3,week,n/a,n/a,Fig. 4A with Datathief,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,"based on Fig. 3C,F, and Fig. 4 for which Weeks 3 and 4 show large declines for both species, and in Fig. 4 Week 2 for Goniopora only showing a decline; all with respect to open control (not shaded control)",0,1,0,0,0,NA,0,NA,NA,"lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the shaded control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means","lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the Shaded Control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means"
DS10,Junjie et al. (2014),Control (no sediment),Week 4,adult,Galaxea,fascicularis,n/s,Indo-Pacific,"Tropical Marine Science Institute research facility on St John’s Island, Singapore",Laboratory,manipulative,n/a,n/a,n/a,"silicon carbide powder, 10-300 microns with 60 micron median diameter",0,mg/cm2/day,0,n/a,n/r,4,tanks,n/r,n/r,n/r,4,week,28,"On page 3 the authors report 4 averages for each of the tanks, so I average the four of these, and take the s.e. of these four",Net photosynthesis,2.78,micromol/cm2/hr,mean,4,fragments,2.57,2.99,0.21,0.21,s.e.,4,week,n/a,n/a,Fig. 3A with Datathief,Respiration,0.90,micromol/cm2/hr,mean,4,fragments,0.84,0.96,0.06,0.06,s.e.,4,week,n/a,n/a,Fig. 3B with Datathief,P/R,4.12,ratio,mean,4,fragments,4.07,4.17,0.05,0.05,s.e.,4,week,n/a,n/a,Fig. 3C with Datathief,Photosynthetic yield,0.53,Fv/Fm,mean,4,fragments,0.52,0.54,0.01,0.01,s.e.,4,week,n/a,n/a,Fig. 4A with Datathief,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,"based on Fig. 3C,F, and Fig. 4 for which Weeks 3 and 4 show large declines for both species, and in Fig. 4 Week 2 for Goniopora only showing a decline; all with respect to open control (not shaded control)",0,1,0,0,0,NA,0,NA,NA,"lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the shaded control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means","lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the Shaded Control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means"
DS10,Junjie et al. (2014),Sediment treatment,Week 1,adult,Galaxea,fascicularis,n/s,Indo-Pacific,"Tropical Marine Science Institute research facility on St John’s Island, Singapore",Laboratory,manipulative,n/a,n/a,n/a,"silicon carbide powder, 10-300 microns with 60 micron median diameter",26.4,mg/cm2/day,26.4,n/a,mean,4,tanks,0.25,0.25,s.e.,1,week,7,"On page 3 the authors report 4 averages for each of the tanks, so I average the four of these, and take the s.e. of these four",Net photosynthesis,2.79,micromol/cm2/hr,mean,4,fragments,2.66,2.92,0.13,0.13,s.e.,1,week,n/a,n/a,Fig. 3A with Datathief,Respiration,0.91,micromol/cm2/hr,mean,4,fragments,0.87,0.95,0.04,0.04,s.e.,1,week,n/a,n/a,Fig. 3B with Datathief,P/R,4.10,ratio,mean,4,fragments,4.08,4.12,0.02,0.02,s.e.,1,week,n/a,n/a,Fig. 3C with Datathief,Photosynthetic yield,0.51,Fv/Fm,mean,4,fragments,0.49,0.53,0.02,0.02,s.e.,1,week,n/a,n/a,Fig. 4A with Datathief,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,"based on Fig. 3C,F, and Fig. 4 for which Weeks 3 and 4 show large declines for both species, and in Fig. 4 Week 2 for Goniopora only showing a decline; all with respect to open control (not shaded control)",0,1,0,0,0,NA,0,NA,NA,"lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the shaded control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means","lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the Shaded Control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means"
DS10,Junjie et al. (2014),Sediment treatment,Week 2,adult,Galaxea,fascicularis,n/s,Indo-Pacific,"Tropical Marine Science Institute research facility on St John’s Island, Singapore",Laboratory,manipulative,n/a,n/a,n/a,"silicon carbide powder, 10-300 microns with 60 micron median diameter",26.4,mg/cm2/day,26.4,n/a,mean,4,tanks,0.25,0.25,s.e.,2,week,14,"On page 3 the authors report 4 averages for each of the tanks, so I average the four of these, and take the s.e. of these four",Net photosynthesis,2.77,micromol/cm2/hr,mean,4,fragments,2.64,2.90,0.13,0.13,s.e.,2,week,n/a,n/a,Fig. 3A with Datathief,Respiration,0.92,micromol/cm2/hr,mean,4,fragments,0.88,0.96,0.04,0.04,s.e.,2,week,n/a,n/a,Fig. 3B with Datathief,P/R,4.05,ratio,mean,4,fragments,4.04,4.06,0.01,0.01,s.e.,2,week,n/a,n/a,Fig. 3C with Datathief,Photosynthetic yield,0.48,Fv/Fm,mean,4,fragments,0.48,0.48,0.00,0.00,s.e.,2,week,n/a,n/a,Fig. 4A with Datathief,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,"based on Fig. 3C,F, and Fig. 4 for which Weeks 3 and 4 show large declines for both species, and in Fig. 4 Week 2 for Goniopora only showing a decline; all with respect to open control (not shaded control)",0,1,0,0,0,NA,0,NA,NA,"lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the shaded control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means","lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the Shaded Control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means"
DS10,Junjie et al. (2014),Sediment treatment,Week 3,adult,Galaxea,fascicularis,n/s,Indo-Pacific,"Tropical Marine Science Institute research facility on St John’s Island, Singapore",Laboratory,manipulative,n/a,n/a,n/a,"silicon carbide powder, 10-300 microns with 60 micron median diameter",26.4,mg/cm2/day,26.4,n/a,mean,4,tanks,0.25,0.25,s.e.,3,week,21,"On page 3 the authors report 4 averages for each of the tanks, so I average the four of these, and take the s.e. of these four",Net photosynthesis,2.44,micromol/cm2/hr,mean,4,fragments,2.34,2.54,0.10,0.10,s.e.,3,week,n/a,n/a,Fig. 3A with Datathief,Respiration,1.00,micromol/cm2/hr,mean,4,fragments,0.96,1.04,0.04,0.04,s.e.,3,week,n/a,n/a,Fig. 3B with Datathief,P/R,3.37,ratio,mean,4,fragments,3.20,3.54,0.17,0.17,s.e.,3,week,n/a,n/a,Fig. 3C with Datathief,Photosynthetic yield,0.41,Fv/Fm,mean,4,fragments,0.39,0.43,0.02,0.02,s.e.,3,week,n/a,n/a,Fig. 4A with Datathief,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,"based on Fig. 3C,F, and Fig. 4 for which Weeks 3 and 4 show large declines for both species, and in Fig. 4 Week 2 for Goniopora only showing a decline; all with respect to open control (not shaded control)",0,1,0,0,1,NA,1,NA,NA,"lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the shaded control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means","lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the Shaded Control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means"
DS10,Junjie et al. (2014),Sediment treatment,Week 4,adult,Galaxea,fascicularis,n/s,Indo-Pacific,"Tropical Marine Science Institute research facility on St John’s Island, Singapore",Laboratory,manipulative,n/a,n/a,n/a,"silicon carbide powder, 10-300 microns with 60 micron median diameter",26.4,mg/cm2/day,26.4,n/a,mean,4,tanks,0.25,0.25,s.e.,4,week,28,"On page 3 the authors report 4 averages for each of the tanks, so I average the four of these, and take the s.e. of these four",Net photosynthesis,2.22,micromol/cm2/hr,mean,4,fragments,2.12,2.32,0.10,0.10,s.e.,4,week,n/a,n/a,Fig. 3A with Datathief,Respiration,1.00,micromol/cm2/hr,mean,4,fragments,0.96,1.04,0.04,0.04,s.e.,4,week,n/a,n/a,Fig. 3B with Datathief,P/R,3.24,ratio,mean,4,fragments,3.16,3.32,0.08,0.08,s.e.,4,week,n/a,n/a,Fig. 3C with Datathief,Photosynthetic yield,0.41,Fv/Fm,mean,4,fragments,0.40,0.42,0.01,0.01,s.e.,4,week,n/a,n/a,Fig. 4A with Datathief,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,"based on Fig. 3C,F, and Fig. 4 for which Weeks 3 and 4 show large declines for both species, and in Fig. 4 Week 2 for Goniopora only showing a decline; all with respect to open control (not shaded control)",0,1,0,0,1,NA,1,NA,NA,"lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the shaded control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means","lab study that crossed light attenuation and sedimentation on coral photosynthetic measures over 4 weeks; I report here the results of the Open Control and the Sediment Treatment, NOT the Shaded Control; Tables 1 and 2 calculate and compare percentage change in metrics, but I report raw means"
