,,,,GENERAL SPECIFICATIONS,,,,,,,,,,,STRESSOR SPECIFICATIONS,,,,,,,,,,,,,,,RESPONSE 1 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 2 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 3 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 4 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 5 SPECIFICATIONS,,,,,,,,,,,,,,,,BINARY RESPONSES,,,,,,,,,,,,,,,,,,,,DATA AVAILABLE?,,,,"IF DATA AVAILABLE, EFFECT DETECTED?",,,,,,
RefID,Author(s),Exposure General Description,Exposure Duration or Timepoint,Coral age class,Current genus name,Current species name,Colony form,Ocean,Study location,Study site,Study type,Event date,Event latitude,Event longitude,Sediment composition,Sediment level,Sediment level UoM,Sediment level converted to mg/cm2/day,Sediment level converted to mg/L,Sediment level average type,Sediment N for computing average,Sediment N UoM,Sediment lower error estimate,Sediment upper error estimate,Sediment level error type,Sediment exposure duration,Sediment exposure duration UoM,Sediment exposure duration in days,Sediment notes,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,High yield/ chlA?,Hydrostatic inflation?,Tentacular activity?,Increased mucus?,Congealed sediment?,Shift from auto to heterotrophy?,Reduced P/R?,Reduced photosynthetic efficiency?,Reduced growth rate?,Reduced fertilization success?,Limited settlement?,Bleaching or reduced chl-a?,Algal overgrowth?,Smothering?,Reduced larval survival? (pre-settlement),Reduced recruit survival? (post-settlement),Small necroses?,Large necroses?,Death of colonies?,Binary Notes,Non-adverse effect reported?,Adverse effect reported?,Mortality reported?,Adult mortality reported?,Effect of sediment on coral?,Non-adverse effect of sediment?,Adverse effect of sediment?,Sediment-induced mortality?,Sediment-induced adult mortality?,Additional notes on study,Rationale for inclusion
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Diploastrea,heliopora,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 1996,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Diploastrea,heliopora,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 1997,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Echinopora,mammiformis,branching,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 1998,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Echinopora,mammiformis,branching,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 1999,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Favia,stelligera,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2000,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,Table 7; 30% - 3 of 10 bleaching and mortality,0,1,1,1,1,NA,1,1,1,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Favia,stelligera,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2001,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,Table 7; 10% - 1 of 10 bleaching and mortality,0,1,1,1,1,NA,1,1,1,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Fungia,repanda,free-living,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2002,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Fungia,repanda,free-living,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2003,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Galaxea,fascicularis,sub-massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2004,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Galaxea,fascicularis,sub-massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2005,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Gardineroseris,planulata,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2006,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,Table 7; 40% - 2 of 5 bleaching and mortality,0,1,1,1,1,NA,1,1,1,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Gardineroseris,planulata,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2007,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,Table 7; 40% - 2 of 5 bleaching,0,1,1,1,1,NA,1,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Hydnophora,microconos,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2008,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Hydnophora,microconos,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2009,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Leptoria,phrygia,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2010,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,Table 7; 30% - 3 of 10 bleaching and mortality,0,1,1,1,1,NA,1,1,1,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Leptoria,phrygia,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2011,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Montipora,aequituberculata,plating,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2012,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,Table 7; 100% - 6 of 6 bleaching,0,1,1,1,1,NA,1,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Montipora,aequituberculata,plating,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2013,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,Table 7; 83% - 5 of 6 bleaching,0,1,1,1,1,NA,1,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Oulophyllia,crispa,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2014,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Oulophyllia,crispa,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2015,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Pachyseris,rugosa,branching,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2016,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Pachyseris,rugosa,branching,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2017,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Plesiastrea,versipora,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2018,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Plesiastrea,versipora,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2019,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Porites,cylindrica,branching,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2020,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Porites,cylindrica,branching,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2021,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Porites,lobata,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2022,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,Table 7; 80% - 8 of 10 bleaching,0,1,1,1,1,NA,1,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
